OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,ComplaintsCount,RecallsCount,InvestigationCount,VehiclePicture
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14385P105.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14384P143.jpg,,5,5,5,4,Not Rated,0.107,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2025/v14380P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14380C013.wmv,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARIYA,2025 Nissan ARIYA SUV FWD,20764,4.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARMADA,2025 Nissan Armada SUV AWD,20767,4.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARMADA,2025 Nissan Armada SUV RWD,20766,4.0,0.0,0.0,
4,3,3,4,https://static.nhtsa.gov/crashTest/images/2025/v15324P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14072P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14072C013.wmv,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14073C012.wmv,Standard,Standard,Standard,2025,NISSAN,FRONTIER CREW CAB,2025 Nissan Frontier Crew Cab PU/CC 4WD,20750,0.0,0.0,0.0,
4,3,3,4,https://static.nhtsa.gov/crashTest/images/2025/v15324P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14072P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14072C013.wmv,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14073C012.wmv,Standard,Standard,Standard,2025,NISSAN,FRONTIER CREW CAB,2025 Nissan Frontier Crew Cab PU/CC RWD,20749,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,NISSAN,FRONTIER KING CAB,2025 Nissan Frontier King Cab PU/EC 4WD,20748,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,NISSAN,FRONTIER KING CAB,2025 Nissan Frontier King Cab PU/EC RWD,20747,0.0,0.0,0.0,
4,3,3,3,https://static.nhtsa.gov/crashTest/images/2025/v15310P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15310C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15308P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15308C002.wmv,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15309P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15309C013.wmv,Standard,Standard,Standard,2025,NISSAN,KICKS,2025 Nissan Kicks SUV AWD,20760,12.0,3.0,0.0,
4,3,3,3,https://static.nhtsa.gov/crashTest/images/2025/v15310P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15310C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15308P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15308C002.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15309P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15309C013.wmv,Standard,Standard,Standard,2025,NISSAN,KICKS,2025 Nissan Kicks SUV FWD,20759,12.0,3.0,0.0,
4,4,4,3,https://static.nhtsa.gov/crashTest/images/2025/v11264P088.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14393P105.jpg,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10996P072.jpg,,Standard,Standard,Standard,2025,NISSAN,KICKS PLAY,2025 Nissan Kicks Play SUV FWD,20802,0.0,0.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11146P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11146C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11147P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11147C013.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11148P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11148C013.wmv,Standard,Standard,Standard,2025,NISSAN,LEAF (40 KWH BATTERY),2025 Nissan LEAF (40 KWh Battery) 5 HB FWD,20753,0.0,0.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11146P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11146C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11074P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11074C012.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11072P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11072C013.wmv,Standard,Standard,Standard,2025,NISSAN,LEAF PLUS (60 KWH BATTERY),2025 Nissan LEAF PLUS (60 KWh Battery) 5 HB FWD,20754,0.0,0.0,0.0,
5,4,5,3,https://static.nhtsa.gov/crashTest/images/2025/v15406P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15409P105.jpg,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,,,Standard,Standard,Standard,2025,NISSAN,MURANO,2025 Nissan Murano SUV FWD,20755,4.0,1.0,0.0,
5,4,5,3,https://static.nhtsa.gov/crashTest/images/2025/v15406P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15409P105.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,,,Standard,Standard,Standard,2025,NISSAN,MURANO,2025 Nissan Murano SUV AWD,20756,4.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14214P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14216P143.jpg,,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14215P112.jpg,,Standard,Standard,Standard,2025,POLESTAR,POLESTAR 2,2025 Polestar Polestar 2 5 HB AWD,20294,1.0,1.0,1.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14214P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14216P143.jpg,,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14215P112.jpg,,Standard,Standard,Standard,2025,POLESTAR,POLESTAR 2,2025 Polestar Polestar 2 5 HB RWD,20293,1.0,1.0,1.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER,2025 Porsche 982 718 Boxster C RWD,20643,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER GTS 4.0,2025 Porsche 982 718 Boxster GTS 4.0 C RWD,20645,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard,2025,POLESTAR,POLESTAR 3,2025 Polestar Polestar 3 SUV AWD,20295,50.0,5.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER S,2025 Porsche 982 718 Boxster S C RWD,20644,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER STYLE EDITION,2025 Porsche 982 718 Boxster Style Edition C RWD,20651,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN,2025 Porsche 982 718 Cayman 2 DR RWD,20647,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN GTS 4.0,2025 Porsche 982 718 Cayman GTS 4.0 2 DR RWD,20649,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN S,2025 Porsche 982 718 Cayman S 2 DR RWD,20648,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN STYLE EDITION,2025 Porsche 982 718 Cayman Style Edition 2 DR RWD,20652,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 GT4 RS,2025 Porsche 982 718 GT4 RS 2 DR RWD,20650,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,2025,PORSCHE,982 718 SPYDER RS,2025 Porsche 982 718 Spyder RS C RWD,20646,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,RAM,PROMASTER,2025 Ram ProMaster CV FWD,20185,1.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,RAM,PROMASTER BEV,2025 Ram ProMaster BEV CV FWD,20816,0.0,0.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15311P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10734C013.wmv,Standard,Standard,Standard,2025,RAM,RAM 1500 CREW CAB,2025 Ram Ram 1500 Crew Cab PU/CC 4WD,20043,107.0,3.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15311P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10734C013.wmv,Standard,Standard,Standard,2025,RAM,RAM 1500 CREW CAB,2025 Ram Ram 1500 Crew Cab PU/CC RWD,20042,107.0,3.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RAM,RAM 1500 CREW CAB RHO,2025 Ram Ram 1500 Crew Cab RHO PU/CC 4WD,20179,0.0,0.0,0.0,
5,4,4,4,,https://static.nhtsa.gov/crashTest/videos/2025/v15424C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10722C013.wmv,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10723C013.wmv,Standard,Standard,Standard,2025,RAM,RAM 1500 QUAD CAB,2025 Ram Ram 1500 Quad Cab PU/EC 4WD,20041,107.0,3.0,0.0,
5,4,4,4,,https://static.nhtsa.gov/crashTest/videos/2025/v15424C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10722C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10723C013.wmv,Standard,Standard,Standard,2025,RAM,RAM 1500 QUAD CAB,2025 Ram Ram 1500 Quad Cab PU/EC RWD,20040,107.0,3.0,0.0,
4,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v11399P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11399C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11265C011.wmv,5,5,5,3,Not Rated,0.292,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11266C013.wmv,Standard,Standard,Optional,2025,RAM,RAM 2500 CREW CAB,2025 Ram Ram 2500 Crew Cab PU/CC 4WD,20183,12.0,1.0,0.0,
4,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v11399P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11399C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11265C011.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11266C013.wmv,Standard,Standard,Optional,2025,RAM,RAM 2500 CREW CAB,2025 Ram Ram 2500 Crew Cab PU/CC RWD,20182,12.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,RAM,RAM 2500 MEGA CAB,2025 Ram Ram 2500 Mega Cab PU/CC 4WD,20184,12.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,RAM,RAM 2500 REGULAR CAB,2025 Ram Ram 2500 Regular Cab PU/RC 4WD,20181,12.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,RAM,RAM 2500 REGULAR CAB,2025 Ram Ram 2500 Regular Cab PU/RC RWD,20180,12.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,EDV 500,2025 Rivian EDV 500 CV FWD,20774,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,EDV 700,2025 Rivian EDV 700 CV FWD,20773,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,R1S,2025 Rivian R1S SUV AWD,20772,32.0,7.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,R1T,2025 Rivian R1T PU/CC AWD,20771,2.0,6.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,RCV-DELIVERY 500,2025 Rivian RCV-Delivery 500 CV FWD,20775,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,RIVIAN,RCV-DELIVERY 700,2025 Rivian RCV-Delivery 700 CV FWD,20776,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10391P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10391C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10390P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10390C013.wmv,5,5,5,4,Not Rated,0.17,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10389P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10389C014.wmv,Standard,Standard,Standard,2025,SUBARU,ASCENT,2025 Subaru Ascent SUV AWD,20210,4.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,SUBARU,BRZ,2025 Subaru BRZ 2 DR RWD,20211,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14438P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14438C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14440P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14440C013.wmv,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14432P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14432C014.wmv,Standard,Standard,Standard,2025,SUBARU,CROSSTREK,2025 Subaru Crosstrek SW AWD,20205,11.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/53815_st0640_046.png
Not Rated,5,5,5,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,,,Standard,Standard,Standard,2025,SUBARU,CROSSTREK WILDERNESS,2025 Subaru Crosstrek Wilderness SW AWD,20206,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15305P085.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15303P105.jpg,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15307P074.jpg,,Standard,Standard,Standard,2025,SUBARU,FORESTER,2025 Subaru Forester SUV AWD,20028,31.0,2.0,0.0,https://static.nhtsa.gov/images/vehicles/53922_cc0640_032_IS1.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15305P085.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15303P105.jpg,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15307P074.jpg,,Standard,Standard,Standard,2025,SUBARU,FORESTER HYBRID,2025 Subaru Forester Hybrid SUV AWD,20209,0.0,0.0,0.0,
Not Rated,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10635P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10635C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10634P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10634C013.wmv,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v10627P071.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10627C014.wmv,Standard,Standard,Standard,2025,SUBARU,FORESTER WILDERNESS,2025 Subaru Forester Wilderness SUV AWD,20208,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14438P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14463P106.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14463C013.wmv,5,5,5,5,Not Rated,0.093,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14432P074.jpg,,Standard,Standard,Standard,2025,SUBARU,IMPREZA,2025 Subaru Impreza SW AWD,20204,1.0,0.0,0.0,
5,5,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard & Optional,Standard,2025,SUBARU,LEGACY,2025 Subaru Legacy 4 DR AWD,20025,2.0,0.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11295P085.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11295C018.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10913P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10913C013.mp4,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10911P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10911C014.mp4,Standard,Standard & Optional,Standard,2025,SUBARU,OUTBACK,2025 Subaru Outback SW AWD,20026,23.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55190_cc0640_032_ISM.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TESLA,MODEL 3 (ALL VARIANTS),2025 Tesla Model 3 (All variants) 4 DR AWD,20796,51.0,2.0,2.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15312P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15314P105.jpg,,5,5,5,4,Not Rated,0.124,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15313P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15313C014.wmv,Standard,Standard,Standard,2025,TESLA,CYBERTRUCK (ALL VARIANTS),2025 Tesla Cybertruck (All Variants) PU/CC AWD Early Release,20801,2.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15459P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15314P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15314C013.wmv,5,5,5,4,Not Rated,0.124,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15313P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15313C014.wmv,Standard,Standard,Standard,2025,TESLA,CYBERTRUCK (ALL VARIANTS),2025 TESLA CYBERTRUCK (ALL VARIANTS) PU/CC  AWD,20866,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TESLA,MODEL 3 (ALL VARIANTS),2025 Tesla Model 3 (All variants) 4 DR RWD,20795,51.0,2.0,2.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.057,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,TESLA,MODEL S (ALL VARIANTS),2025 Tesla Model S (All Variants) 5 HB AWD,20799,1.0,2.0,2.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.093,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,TESLA,MODEL X (ALL VARIANTS),2025 Tesla Model X (All Variants) SUV AWD,20800,8.0,3.0,2.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11288P127.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11288C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11292P148.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11292C012.mp4,5,5,5,5,Not Rated,0.097,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v11294P114.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11294C013.mp4,Standard,Standard,Standard,2025,TESLA,MODEL Y,2025 Tesla Model Y SUV RWD,20797,44.0,2.0,2.0,
